date_updated,state,start_date,end_date,tot_cases,new_cases,tot_deaths,new_deaths,new_historic_cases,new_historic_deaths
11/17/2022,NJ,11/10/2022,11/16/2022,2824396,10751,35015,58,0,0
11/17/2022,NM,11/10/2022,11/16/2022,638055,4424,8688,14,0,0
11/17/2022,NV,11/10/2022,11/16/2022,859537,2064,11600,20,0,0
11/17/2022,NY,11/10/2022,11/16/2022,3331848,11353,30317,89,0,0
11/17/2022,NYC,11/10/2022,11/16/2022,2979932,17453,43033,76,0,0
11/17/2022,OH,11/10/2022,11/16/2022,3208165,10868,40257,49,0,0
11/17/2022,OK,11/10/2022,11/16/2022,1214274,3387,15009,21,0,0
11/17/2022,OR,11/10/2022,11/16/2022,917164,3355,8787,44,0,0
11/17/2022,PA,11/10/2022,11/16/2022,3340015,9787,48126,194,0,0
11/17/2022,PR,11/10/2022,11/16/2022,996883,6517,5305,20,0,0
11/17/2022,PW,11/10/2022,11/16/2022,5572,42,7,0,0,0
11/17/2022,RI,11/10/2022,11/16/2022,415932,1045,3731,10,0,0
11/17/2022,RMI,11/10/2022,11/16/2022,15386,0,17,0,0,0
11/17/2022,SC,11/10/2022,11/16/2022,1732287,2954,18678,18,0,0
11/17/2022,SD,11/10/2022,11/16/2022,266842,952,3088,10,0,0
11/17/2022,TN,11/10/2022,11/16/2022,2381539,5816,28247,41,0,0
11/17/2022,TX,11/10/2022,11/16/2022,8027681,13066,91064,55,0,0
11/17/2022,UT,11/10/2022,11/16/2022,1053893,3439,5076,10,0,0
11/17/2022,VA,11/10/2022,11/16/2022,2135699,6525,22238,28,0,0
11/17/2022,VI,11/10/2022,11/16/2022,23466,31,124,0,0,0
11/17/2022,VT,11/10/2022,11/16/2022,146041,386,839,9,0,0
11/17/2022,WA,11/10/2022,11/16/2022,1849029,5152,14692,44,0,0
11/17/2022,WI,11/10/2022,11/16/2022,1913308,6076,15554,48,0,0
11/17/2022,WV,11/10/2022,11/16/2022,611813,1381,7557,19,0,0
11/17/2022,WY,11/10/2022,11/16/2022,179820,517,1924,7,0,0
11/10/2022,AK,11/03/2022,11/09/2022,285343,199,1376,0,0,0
11/10/2022,AL,11/03/2022,11/09/2022,1540329,6042,20608,50,0,0
11/10/2022,AR,11/03/2022,11/09/2022,945518,1961,12520,17,0,0
11/10/2022,AS,11/03/2022,11/09/2022,8257,0,34,0,0,0
11/10/2022,AZ,11/03/2022,11/09/2022,2300375,7360,31613,40,0,0
11/10/2022,CA,11/03/2022,11/09/2022,11401616,25737,96330,147,0,0
11/10/2022,CO,11/03/2022,11/09/2022,1690725,7180,13497,40,0,0
11/10/2022,CT,11/03/2022,11/09/2022,916482,3207,11527,49,0,0
11/10/2022,DC,11/03/2022,11/09/2022,170482,441,1402,0,0,5
11/10/2022,DE,11/03/2022,11/09/2022,314312,917,3183,8,0,0
11/10/2022,FL,11/03/2022,11/09/2022,7171491,12359,82537,177,0,0
11/10/2022,FSM,11/03/2022,11/09/2022,22032,0,55,0,0,0
11/10/2022,GA,11/03/2022,11/09/2022,2929425,4727,40799,104,0,0
11/10/2022,GU,11/03/2022,11/09/2022,58990,140,406,3,0,0
11/10/2022,HI,11/03/2022,11/09/2022,351617,998,1685,0,0,0
11/10/2022,IA,11/03/2022,11/09/2022,866615,1863,10229,22,0,0
11/10/2022,ID,11/03/2022,11/09/2022,502105,1246,5234,10,0,0
11/10/2022,IL,11/03/2022,11/09/2022,3832738,14408,40078,51,0,0
11/10/2022,IN,11/03/2022,11/09/2022,1948019,5311,25013,63,0,0
11/10/2022,KS,11/03/2022,11/09/2022,892210,2725,9628,6,0,0
11/10/2022,KY,11/03/2022,11/09/2022,1624427,5270,17361,40,0,0
11/10/2022,LA,11/03/2022,11/09/2022,1465700,2321,18217,25,0,0
11/10/2022,MA,11/03/2022,11/09/2022,2099238,6400,22209,103,0,0
11/10/2022,MD,11/03/2022,11/09/2022,1275208,4364,15603,25,0,0
11/10/2022,ME,11/03/2022,11/09/2022,299321,1142,2711,58,0,0
11/10/2022,MI,11/03/2022,11/09/2022,2907819,9992,39574,168,0,0
11/10/2022,MN,11/03/2022,11/09/2022,1696218,5196,13768,49,0,0
11/10/2022,MO,11/03/2022,11/09/2022,1676169,4921,21878,39,0,0
11/10/2022,MP,11/03/2022,11/09/2022,13219,7,41,0,0,0
11/10/2022,MS,11/03/2022,11/09/2022,935770,1369,13005,13,0,0
11/10/2022,MT,11/03/2022,11/09/2022,316250,829,3581,4,0,0
11/10/2022,NC,11/03/2022,11/09/2022,3255540,9365,27258,32,0,0
11/10/2022,ND,11/03/2022,11/09/2022,273779,967,2404,5,0,0
11/10/2022,NE,11/03/2022,11/09/2022,537113,1746,4605,43,0,0
11/10/2022,NH,11/03/2022,11/09/2022,358819,1244,2782,21,0,0
11/10/2022,NJ,11/03/2022,11/09/2022,2813645,12139,34957,39,0,0
11/10/2022,NM,11/03/2022,11/09/2022,633631,4313,8674,30,0,0
11/10/2022,NV,11/03/2022,11/09/2022,857473,2773,11580,10,0,0
11/10/2022,NY,11/03/2022,11/09/2022,3320495,13943,30228,115,0,0
11/10/2022,NYC,11/03/2022,11/09/2022,2962479,18209,42957,77,0,0
11/10/2022,OH,11/03/2022,11/09/2022,3197297,12259,40208,69,0,0
11/10/2022,OK,11/03/2022,11/09/2022,1210887,2887,14988,31,0,0
11/10/2022,OR,11/03/2022,11/09/2022,913809,3116,8743,17,0,0
11/10/2022,PA,11/03/2022,11/09/2022,3330228,12220,47932,150,0,0
11/10/2022,PR,11/03/2022,11/09/2022,990366,6791,5285,20,0,0
11/10/2022,PW,11/03/2022,11/09/2022,5530,17,7,0,0,0
11/10/2022,RI,11/03/2022,11/09/2022,414887,1226,3721,16,0,0
11/10/2022,RMI,11/03/2022,11/09/2022,15386,11,17,0,0,0
11/10/2022,SC,11/03/2022,11/09/2022,1729333,4173,18660,27,0,0
11/10/2022,SD,11/03/2022,11/09/2022,265890,871,3078,13,0,0
11/10/2022,TN,11/03/2022,11/09/2022,2375723,7251,28206,49,0,0
11/10/2022,TX,11/03/2022,11/09/2022,8014615,12145,91009,60,0,0
11/10/2022,UT,11/03/2022,11/09/2022,1050454,3094,5066,10,0,0
11/10/2022,VA,11/03/2022,11/09/2022,2129174,7530,22210,31,0,0
11/10/2022,VI,11/03/2022,11/09/2022,23435,68,124,0,0,0
11/10/2022,VT,11/03/2022,11/09/2022,145655,432,830,10,0,0
11/10/2022,WA,11/03/2022,11/09/2022,1843877,4543,14648,56,0,0
11/10/2022,WI,11/03/2022,11/09/2022,1907232,7196,15506,28,0,0
11/10/2022,WV,11/03/2022,11/09/2022,610432,1780,7538,4,0,0
11/10/2022,WY,11/03/2022,11/09/2022,179303,548,1917,3,0,0
11/03/2022,AK,10/27/2022,11/02/2022,285144,359,1376,0,0,0
11/03/2022,AL,10/27/2022,11/02/2022,1534287,2982,20558,25,0,0
11/03/2022,AR,10/27/2022,11/02/2022,943557,1838,12503,54,0,0
11/03/2022,AS,10/27/2022,11/02/2022,8257,0,34,0,0,0
11/03/2022,AZ,10/27/2022,11/02/2022,2293015,5129,31573,25,0,0
11/03/2022,CA,10/27/2022,11/02/2022,11375879,22459,96183,134,0,0
11/03/2022,CO,10/27/2022,11/02/2022,1683545,5803,13457,31,0,0
11/03/2022,CT,10/27/2022,11/02/2022,913275,3622,11478,30,0,0
11/03/2022,DC,10/27/2022,11/02/2022,170041,332,1397,0,0,5
11/03/2022,DE,10/27/2022,11/02/2022,313395,883,3175,5,0,0
11/03/2022,FL,10/27/2022,11/02/2022,7159132,10771,82360,187,0,0
11/03/2022,FSM,10/27/2022,11/02/2022,22032,217,55,0,0,0
11/03/2022,GA,10/27/2022,11/02/2022,2924698,4063,40695,70,0,0
11/03/2022,GU,10/27/2022,11/02/2022,58850,99,403,2,0,0
11/03/2022,HI,10/27/2022,11/02/2022,350619,1010,1685,1,0,0
11/03/2022,IA,10/27/2022,11/02/2022,864752,1827,10207,30,0,0
11/03/2022,ID,10/27/2022,11/02/2022,500859,1031,5224,9,0,0
11/03/2022,IL,10/27/2022,11/02/2022,3818330,13666,40027,83,0,0
11/03/2022,IN,10/27/2022,11/02/2022,1942708,5143,24950,51,0,0
11/03/2022,KS,10/27/2022,11/02/2022,889485,2385,9622,13,0,1
11/03/2022,KY,10/27/2022,11/02/2022,1619157,5538,17321,60,0,0
11/03/2022,LA,10/27/2022,11/02/2022,1463379,1946,18192,25,0,0
11/03/2022,MA,10/27/2022,11/02/2022,2092838,6200,22106,83,0,0
11/03/2022,MD,10/27/2022,11/02/2022,1270844,4869,15578,47,0,0
11/03/2022,ME,10/27/2022,11/02/2022,298179,1433,2653,11,0,0
11/03/2022,MI,10/27/2022,11/02/2022,2897827,11651,39406,157,0,0
11/03/2022,MN,10/27/2022,11/02/2022,1691022,5021,13719,52,0,0
11/03/2022,MO,10/27/2022,11/02/2022,1671248,4942,21839,37,0,0
11/03/2022,MP,10/27/2022,11/02/2022,13212,3,41,0,0,0
11/03/2022,MS,10/27/2022,11/02/2022,934401,1336,12992,24,0,0
11/03/2022,MT,10/27/2022,11/02/2022,315421,857,3577,3,0,0
11/03/2022,NC,10/27/2022,11/02/2022,3246175,8735,27226,273,0,0
11/03/2022,ND,10/27/2022,11/02/2022,272812,900,2399,2,0,0
11/03/2022,NE,10/27/2022,11/02/2022,535367,1764,4562,12,0,0
11/03/2022,NH,10/27/2022,11/02/2022,357575,1227,2761,24,0,0
11/03/2022,NJ,10/27/2022,11/02/2022,2801506,14279,34918,51,0,0
11/03/2022,NM,10/27/2022,11/02/2022,629318,3150,8644,13,0,0
11/03/2022,NV,10/27/2022,11/02/2022,854700,1742,11570,15,0,0
11/03/2022,NY,10/27/2022,11/02/2022,3306552,14035,30113,118,0,0
11/03/2022,NYC,10/27/2022,11/02/2022,2944270,15831,42880,17,0,0
11/03/2022,OH,10/27/2022,11/02/2022,3185038,11663,40139,64,0,0
11/03/2022,OK,10/27/2022,11/02/2022,1208000,2794,14957,19,0,0
11/03/2022,OR,10/27/2022,11/02/2022,910693,2512,8726,46,0,0
11/03/2022,PA,10/27/2022,11/02/2022,3318008,13070,47782,148,0,0
11/03/2022,PR,10/27/2022,11/02/2022,983575,6418,5265,22,0,0
11/03/2022,PW,10/27/2022,11/02/2022,5513,4,7,0,0,0
11/03/2022,RI,10/27/2022,11/02/2022,413661,1197,3705,9,0,0
11/03/2022,RMI,10/27/2022,11/02/2022,15375,0,17,0,0,0
11/03/2022,SC,10/27/2022,11/02/2022,1725160,3467,18633,55,0,0
11/03/2022,SD,10/27/2022,11/02/2022,265019,832,3065,6,0,0
11/03/2022,TN,10/27/2022,11/02/2022,2368472,7092,28157,61,0,0
11/03/2022,TX,10/27/2022,11/02/2022,8002470,11572,90949,64,0,0
11/03/2022,UT,10/27/2022,11/02/2022,1047360,2248,5056,16,0,0
11/03/2022,VA,10/27/2022,11/02/2022,2121644,8362,22179,53,0,0
11/03/2022,VI,10/27/2022,11/02/2022,23367,56,124,0,0,0
11/03/2022,VT,10/27/2022,11/02/2022,145223,538,820,11,0,0
11/03/2022,WA,10/27/2022,11/02/2022,1839334,4183,14592,48,0,0
11/03/2022,WI,10/27/2022,11/02/2022,1900036,6981,15478,62,0,0
11/03/2022,WV,10/27/2022,11/02/2022,608652,1858,7534,32,0,0
11/03/2022,WY,10/27/2022,11/02/2022,178755,418,1914,6,0,0
10/27/2022,AK,10/20/2022,10/26/2022,284785,379,1376,20,0,0
10/27/2022,AL,10/20/2022,10/26/2022,1531305,2566,20533,28,0,0
10/27/2022,AR,10/20/2022,10/26/2022,941719,1703,12449,56,0,0
10/27/2022,AS,10/20/2022,10/26/2022,8257,6,34,0,0,0
10/27/2022,AZ,10/20/2022,10/26/2022,2287886,4813,31548,34,0,0
10/27/2022,CA,10/20/2022,10/26/2022,11353420,24127,96049,326,0,0
10/27/2022,CO,10/20/2022,10/26/2022,1677742,4915,13426,28,0,0
10/27/2022,CT,10/20/2022,10/26/2022,909653,3495,11448,25,0,0
10/27/2022,DC,10/20/2022,10/26/2022,169709,273,1392,0,0,0
10/27/2022,DE,10/20/2022,10/26/2022,312512,1017,3170,5,0,0
10/27/2022,FL,10/20/2022,10/26/2022,7148361,10101,82173,263,0,0
10/27/2022,FSM,10/20/2022,10/26/2022,21815,0,55,0,0,0
10/27/2022,GA,10/20/2022,10/26/2022,2920635,3375,40625,75,0,0
10/27/2022,GU,10/20/2022,10/26/2022,58751,48,401,0,0,0
10/27/2022,HI,10/20/2022,10/26/2022,349609,1203,1684,0,0,0
10/27/2022,IA,10/20/2022,10/26/2022,862925,1915,10177,25,0,0
10/27/2022,ID,10/20/2022,10/26/2022,499828,1039,5215,13,0,0
10/27/2022,IL,10/20/2022,10/26/2022,3804664,14490,39944,71,0,0
10/27/2022,IN,10/20/2022,10/26/2022,1937565,4463,24899,37,0,0
10/27/2022,KS,10/20/2022,10/26/2022,887100,2123,9608,6,0,0
10/27/2022,KY,10/20/2022,10/26/2022,1613619,4897,17261,70,0,0
10/27/2022,LA,10/20/2022,10/26/2022,1461433,1567,18167,30,0,0
10/27/2022,MA,10/20/2022,10/26/2022,2086638,8413,22023,101,0,0
10/27/2022,MD,10/20/2022,10/26/2022,1265975,4141,15531,34,0,0
10/27/2022,ME,10/20/2022,10/26/2022,296746,1504,2642,12,0,0
10/27/2022,MI,10/20/2022,10/26/2022,2886176,12167,39249,157,0,0
10/27/2022,MN,10/20/2022,10/26/2022,1686001,5126,13667,61,0,0
10/27/2022,MO,10/20/2022,10/26/2022,1666306,5125,21802,48,0,0
10/27/2022,MP,10/20/2022,10/26/2022,13209,7,41,0,0,0
10/27/2022,MS,10/20/2022,10/26/2022,933065,1358,12968,3,0,0
10/27/2022,MT,10/20/2022,10/26/2022,314564,755,3574,5,0,0
10/27/2022,NC,10/20/2022,10/26/2022,3237440,5967,26953,27,0,0
10/27/2022,ND,10/20/2022,10/26/2022,271912,827,2397,3,0,0
10/27/2022,NE,10/20/2022,10/26/2022,533603,1375,4550,4,0,0
10/27/2022,NH,10/20/2022,10/26/2022,356348,1420,2737,12,0,0
10/27/2022,NJ,10/20/2022,10/26/2022,2787227,11423,34867,25,0,0
10/27/2022,NM,10/20/2022,10/26/2022,626168,2636,8631,24,0,0
10/27/2022,NV,10/20/2022,10/26/2022,852958,1660,11555,11,0,0
10/27/2022,NY,10/20/2022,10/26/2022,3292517,14004,29995,105,0,0
10/27/2022,NYC,10/20/2022,10/26/2022,2928439,14590,42863,91,0,557
10/27/2022,OH,10/20/2022,10/26/2022,3173375,11097,40075,71,0,0
10/27/2022,OK,10/20/2022,10/26/2022,1205206,3106,14938,18,0,0
10/27/2022,OR,10/20/2022,10/26/2022,908181,2308,8680,35,0,0
10/27/2022,PA,10/20/2022,10/26/2022,3304938,12295,47634,138,0,0
10/27/2022,PR,10/20/2022,10/26/2022,977157,6719,5243,23,0,0
10/27/2022,PW,10/20/2022,10/26/2022,5509,19,7,0,0,0
10/27/2022,RI,10/20/2022,10/26/2022,412464,1298,3696,7,0,0
10/27/2022,RMI,10/20/2022,10/26/2022,15375,0,17,0,0,0
10/27/2022,SC,10/20/2022,10/26/2022,1721693,3093,18578,51,0,0
10/27/2022,SD,10/20/2022,10/26/2022,264187,719,3059,10,0,0
10/27/2022,TN,10/20/2022,10/26/2022,2361380,6625,28096,60,0,0
10/27/2022,TX,10/20/2022,10/26/2022,7990898,10577,90885,95,0,0
10/27/2022,UT,10/20/2022,10/26/2022,1045112,2109,5040,13,0,0
10/27/2022,VA,10/20/2022,10/26/2022,2113282,7201,22126,77,0,0
10/27/2022,VI,10/20/2022,10/26/2022,23311,35,124,1,0,0
10/27/2022,VT,10/20/2022,10/26/2022,144685,593,809,6,0,0
10/27/2022,WA,10/20/2022,10/26/2022,1835151,4345,14544,58,0,0
10/27/2022,WI,10/20/2022,10/26/2022,1893055,7536,15416,39,0,0
10/27/2022,WV,10/20/2022,10/26/2022,606794,1472,7502,23,0,0
10/27/2022,WY,10/20/2022,10/26/2022,178337,437,1908,2,0,0
10/20/2022,AK,10/13/2022,10/19/2022,284406,347,1356,0,0,0
10/20/2022,AL,10/13/2022,10/19/2022,1528739,3015,20505,32,0,0
10/20/2022,AR,10/13/2022,10/19/2022,940016,1910,12393,60,0,0
10/20/2022,AS,10/13/2022,10/19/2022,8251,1,34,0,0,0
10/20/2022,AZ,10/13/2022,10/19/2022,2283073,5438,31514,60,0,0
10/20/2022,CA,10/13/2022,10/19/2022,11329293,20056,95723,150,0,0
10/20/2022,CO,10/13/2022,10/19/2022,1672827,4492,13398,25,0,0
10/20/2022,CT,10/13/2022,10/19/2022,906158,4009,11423,21,0,0
10/20/2022,DC,10/13/2022,10/19/2022,169436,676,1392,0,0,0
10/20/2022,DE,10/13/2022,10/19/2022,311495,1004,3165,8,0,0
10/20/2022,FL,10/13/2022,10/19/2022,7138260,9893,81910,251,0,0
10/20/2022,FSM,10/13/2022,10/19/2022,21815,0,55,0,0,0
10/20/2022,GA,10/13/2022,10/19/2022,2917260,3949,40550,104,0,0
10/20/2022,GU,10/13/2022,10/19/2022,58703,56,401,0,0,0
10/20/2022,HI,10/13/2022,10/19/2022,348406,1143,1684,1,0,0
10/20/2022,IA,10/13/2022,10/19/2022,861010,1508,10152,28,0,0
10/20/2022,ID,10/13/2022,10/19/2022,498789,1079,5202,5,0,0
10/20/2022,IL,10/13/2022,10/19/2022,3790174,10191,39873,73,0,0
10/20/2022,IN,10/13/2022,10/19/2022,1933102,7457,24862,116,0,0
10/20/2022,KS,10/13/2022,10/19/2022,884977,1912,9602,12,0,0
10/20/2022,KY,10/13/2022,10/19/2022,1608722,4194,17191,80,0,0
10/20/2022,LA,10/13/2022,10/19/2022,1459866,1160,18137,11,0,0
10/20/2022,MA,10/13/2022,10/19/2022,2078225,8377,21922,81,0,0
10/20/2022,MD,10/13/2022,10/19/2022,1261834,4476,15497,42,0,0
10/20/2022,ME,10/13/2022,10/19/2022,295242,2152,2630,9,0,0
10/20/2022,MI,10/13/2022,10/19/2022,2874009,12414,39092,173,0,0
10/20/2022,MN,10/13/2022,10/19/2022,1680875,4762,13606,43,0,0
10/20/2022,MO,10/13/2022,10/19/2022,1661181,4633,21754,41,0,0
10/20/2022,MP,10/13/2022,10/19/2022,13202,6,41,0,0,0
10/20/2022,MS,10/13/2022,10/19/2022,931707,1269,12965,20,0,0
10/20/2022,MT,10/13/2022,10/19/2022,313809,948,3569,3,0,0
10/20/2022,NC,10/13/2022,10/19/2022,3231473,10614,26926,41,0,0
10/20/2022,ND,10/13/2022,10/19/2022,271085,797,2394,2,0,0
10/20/2022,NE,10/13/2022,10/19/2022,532228,1125,4546,7,0,0
10/20/2022,NH,10/13/2022,10/19/2022,354928,2053,2725,12,0,0
10/20/2022,NJ,10/13/2022,10/19/2022,2775804,12464,34842,40,0,0
10/20/2022,NM,10/13/2022,10/19/2022,623532,2049,8607,8,0,0
10/20/2022,NV,10/13/2022,10/19/2022,851298,1553,11544,13,0,0
10/20/2022,NY,10/13/2022,10/19/2022,3278513,15523,29890,95,0,0
10/20/2022,NYC,10/13/2022,10/19/2022,2913849,14424,42215,122,0,0
10/20/2022,OH,10/13/2022,10/19/2022,3162278,8535,40004,85,0,0
10/20/2022,OK,10/13/2022,10/19/2022,1202100,2715,14920,40,0,0
10/20/2022,OR,10/13/2022,10/19/2022,905873,3554,8645,24,0,0
10/20/2022,PA,10/13/2022,10/19/2022,3292643,12134,47496,130,0,0
10/20/2022,PR,10/13/2022,10/19/2022,970438,5569,5220,27,0,0
10/20/2022,PW,10/13/2022,10/19/2022,5490,9,7,1,0,0
10/20/2022,RI,10/13/2022,10/19/2022,411166,1543,3689,5,0,0
10/20/2022,RMI,10/13/2022,10/19/2022,15375,0,17,0,0,0
10/20/2022,SC,10/13/2022,10/19/2022,1718600,3166,18527,59,0,0
10/20/2022,SD,10/13/2022,10/19/2022,263468,631,3049,3,0,0
10/20/2022,TN,10/13/2022,10/19/2022,2354755,5139,28036,51,0,0
10/20/2022,TX,10/13/2022,10/19/2022,7980321,12014,90790,81,0,0
10/20/2022,UT,10/13/2022,10/19/2022,1043003,1636,5027,0,0,0
10/20/2022,VA,10/13/2022,10/19/2022,2106081,7793,22049,81,0,0
10/20/2022,VI,10/13/2022,10/19/2022,23276,43,123,0,0,0
10/20/2022,VT,10/13/2022,10/19/2022,144092,659,803,5,0,0
10/20/2022,WA,10/13/2022,10/19/2022,1830806,4679,14486,58,0,0
10/20/2022,WI,10/13/2022,10/19/2022,1885519,7115,15377,54,0,0
10/20/2022,WV,10/13/2022,10/19/2022,605322,1742,7479,24,0,0
10/20/2022,WY,10/13/2022,10/19/2022,177900,390,1906,2,0,0
10/13/2022,AK,10/06/2022,10/12/2022,284059,511,1356,0,0,0
10/13/2022,AL,10/06/2022,10/12/2022,1525724,3589,20473,51,0,0
10/13/2022,AR,10/06/2022,10/12/2022,938106,1805,12333,99,0,0
10/13/2022,AS,10/06/2022,10/12/2022,8250,0,34,0,0,0
10/13/2022,AZ,10/06/2022,10/12/2022,2277635,2400,31454,49,0,0
10/13/2022,CA,10/06/2022,10/12/2022,11309237,24900,95573,172,0,0
10/13/2022,CO,10/06/2022,10/12/2022,1668335,4048,13373,26,0,0
10/13/2022,CT,10/06/2022,10/12/2022,902149,4229,11402,17,0,0
10/13/2022,DC,10/06/2022,10/12/2022,168760,118,1392,0,0,0
10/13/2022,DE,10/06/2022,10/12/2022,310491,1018,3157,5,0,0
10/13/2022,FL,10/06/2022,10/12/2022,7128367,10767,81659,243,0,0
10/13/2022,FSM,10/06/2022,10/12/2022,21815,2958,55,9,0,0
10/13/2022,GA,10/06/2022,10/12/2022,2913311,3655,40446,74,0,0
10/13/2022,GU,10/06/2022,10/12/2022,58647,47,401,0,0,0
10/13/2022,HI,10/06/2022,10/12/2022,347263,978,1683,2,0,0
10/13/2022,IA,10/06/2022,10/12/2022,859502,1718,10124,28,0,0
10/13/2022,ID,10/06/2022,10/12/2022,497710,1110,5197,13,0,0
10/13/2022,IL,10/06/2022,10/12/2022,3779983,10703,39800,57,0,0
10/13/2022,IN,10/06/2022,10/12/2022,1925645,0,24746,0,0,0
10/13/2022,KS,10/06/2022,10/12/2022,883065,2947,9590,17,0,0
10/13/2022,KY,10/06/2022,10/12/2022,1604528,4200,17111,81,0,0
10/13/2022,LA,10/06/2022,10/12/2022,1458706,2048,18126,39,0,0
10/13/2022,MA,10/06/2022,10/12/2022,2069848,8964,21841,70,0,0
10/13/2022,MD,10/06/2022,10/12/2022,1257358,4315,15455,36,0,0
10/13/2022,ME,10/06/2022,10/12/2022,293090,1813,2621,24,0,0
10/13/2022,MI,10/06/2022,10/12/2022,2861595,12548,38919,152,0,0
10/13/2022,MN,10/06/2022,10/12/2022,1676113,5386,13563,42,0,0
10/13/2022,MO,10/06/2022,10/12/2022,1656548,4725,21713,28,0,0
10/13/2022,MP,10/06/2022,10/12/2022,13196,11,41,0,0,0
10/13/2022,MS,10/06/2022,10/12/2022,930438,1359,12945,17,0,0
10/13/2022,MT,10/06/2022,10/12/2022,312861,1031,3566,11,0,0
10/13/2022,NC,10/06/2022,10/12/2022,3220859,10022,26885,34,0,0
10/13/2022,ND,10/06/2022,10/12/2022,270288,982,2392,2,0,0
10/13/2022,NE,10/06/2022,10/12/2022,531103,1050,4539,3,0,0
10/13/2022,NH,10/06/2022,10/12/2022,352875,1431,2713,5,0,0
10/13/2022,NJ,10/06/2022,10/12/2022,2763340,12967,34802,36,0,0
10/13/2022,NM,10/06/2022,10/12/2022,621483,1697,8599,13,0,0
10/13/2022,NV,10/06/2022,10/12/2022,849745,1130,11531,16,0,0
10/13/2022,NY,10/06/2022,10/12/2022,3262990,16197,29795,99,0,0
10/13/2022,NYC,10/06/2022,10/12/2022,2899425,12587,42093,91,0,0
10/13/2022,OH,10/06/2022,10/12/2022,3153743,9997,39919,91,0,0
10/13/2022,OK,10/06/2022,10/12/2022,1199385,3147,14880,77,0,0
10/13/2022,OR,10/06/2022,10/12/2022,902319,3306,8621,31,0,0
10/13/2022,PA,10/06/2022,10/12/2022,3280509,13382,47366,109,0,0
10/13/2022,PR,10/06/2022,10/12/2022,964869,4688,5193,26,0,0
10/13/2022,PW,10/06/2022,10/12/2022,5481,21,6,0,0,0
10/13/2022,RI,10/06/2022,10/12/2022,409623,1581,3684,5,0,0
10/13/2022,RMI,10/06/2022,10/12/2022,15375,70,17,0,0,0
10/13/2022,SC,10/06/2022,10/12/2022,1715434,3153,18468,78,0,0
10/13/2022,SD,10/06/2022,10/12/2022,262837,625,3046,13,0,0
10/13/2022,TN,10/06/2022,10/12/2022,2349616,5560,27985,84,0,0
10/13/2022,TX,10/06/2022,10/12/2022,7968307,13472,90709,103,0,0
10/13/2022,UT,10/06/2022,10/12/2022,1041367,1491,5027,5,0,0
10/13/2022,VA,10/06/2022,10/12/2022,2098288,8017,21968,93,0,0
10/13/2022,VI,10/06/2022,10/12/2022,23233,35,123,0,0,0
10/13/2022,VT,10/06/2022,10/12/2022,143433,630,798,6,0,0
10/13/2022,WA,10/06/2022,10/12/2022,1826127,5177,14428,62,0,0
10/13/2022,WI,10/06/2022,10/12/2022,1878404,7046,15323,42,0,0
10/13/2022,WV,10/06/2022,10/12/2022,603580,1695,7455,19,0,0
10/13/2022,WY,10/06/2022,10/12/2022,177510,427,1904,5,0,0
10/06/2022,AK,09/29/2022,10/05/2022,283548,637,1356,27,0,0
10/06/2022,AL,09/29/2022,10/05/2022,1522135,4231,20422,27,0,0
10/06/2022,AR,09/29/2022,10/05/2022,936301,1839,12234,104,0,0
10/06/2022,AS,09/29/2022,10/05/2022,8250,3,34,0,0,0
10/06/2022,AZ,09/29/2022,10/05/2022,2275235,3675,31405,36,0,0
10/06/2022,CA,09/29/2022,10/05/2022,11284337,30884,95401,247,0,0
10/06/2022,CO,09/29/2022,10/05/2022,1664287,4128,13347,27,0,0
10/06/2022,CT,09/29/2022,10/05/2022,897920,4721,11385,20,0,0
10/06/2022,DC,09/29/2022,10/05/2022,168642,283,1392,9,0,0
10/06/2022,DE,09/29/2022,10/05/2022,309473,1152,3152,10,0,0
10/06/2022,FL,09/29/2022,10/05/2022,7117600,11797,81416,278,0,0
10/06/2022,FSM,09/29/2022,10/05/2022,18857,8043,46,15,0,0
10/06/2022,GA,09/29/2022,10/05/2022,2909656,4392,40372,93,0,0
10/06/2022,GU,09/29/2022,10/05/2022,58600,36,401,0,0,0
10/06/2022,HI,09/29/2022,10/05/2022,346285,1157,1681,2,0,0
10/06/2022,IA,09/29/2022,10/05/2022,857784,1853,10096,21,0,0
10/06/2022,ID,09/29/2022,10/05/2022,496600,1116,5184,14,0,0
10/06/2022,IL,09/29/2022,10/05/2022,3769280,10985,39743,79,0,0
10/06/2022,IN,09/29/2022,10/05/2022,1925645,3652,24746,39,0,0
10/06/2022,KS,09/29/2022,10/05/2022,880118,1644,9573,19,0,0
10/06/2022,KY,09/29/2022,10/05/2022,1600328,4402,17030,61,0,0
10/06/2022,LA,09/29/2022,10/05/2022,1456658,2208,18087,42,0,0
10/06/2022,MA,09/29/2022,10/05/2022,2060884,20282,21771,125,0,0
10/06/2022,MD,09/29/2022,10/05/2022,1253043,4722,15419,33,0,0
10/06/2022,ME,09/29/2022,10/05/2022,291277,2211,2597,20,0,0
10/06/2022,MI,09/29/2022,10/05/2022,2849047,12880,38767,144,0,0
10/06/2022,MN,09/29/2022,10/05/2022,1670727,5964,13521,28,0,0
10/06/2022,MO,09/29/2022,10/05/2022,1651823,4925,21685,57,0,0
10/06/2022,MP,09/29/2022,10/05/2022,13185,14,41,1,0,0
10/06/2022,MS,09/29/2022,10/05/2022,929079,1614,12928,16,0,0
